center_id,truck_id,ETA,actual_arrival,carrier_delay_min
C002,TRK627,2021-09-30 07:00:00,2021-09-30 08:37:00,97
C003,TRK415,2021-09-30 09:00:00,2021-09-30 10:37:00,97
C001,TRK192,2021-10-01 09:00:00,2021-10-01 08:35:00,-25
C002,TRK568,2021-10-01 09:00:00,2021-10-01 10:39:00,99
C003,TRK697,2021-10-01 07:00:00,2021-10-01 07:25:00,25
C001,TRK151,2021-10-02 08:00:00,2021-10-02 07:42:00,-18
C002,TRK711,2021-10-02 08:00:00,2021-10-02 09:36:00,96
C003,TRK392,2021-10-02 12:00:00,2021-10-02 13:30:00,90
C001,TRK967,2021-10-03 10:00:00,2021-10-03 09:32:00,-28
C002,TRK237,2021-10-03 06:00:00,2021-10-03 07:20:00,80
C003,TRK882,2021-10-03 08:00:00,2021-10-03 09:03:00,63
C001,TRK146,2021-10-04 09:00:00,2021-10-04 10:03:00,63
C002,TRK683,2021-10-04 09:00:00,2021-10-04 08:43:00,-17
C003,TRK471,2021-10-04 10:00:00,2021-10-04 10:19:00,19
C001,TRK175,2021-10-05 10:00:00,2021-10-05 10:43:00,43
C002,TRK561,2021-10-05 09:00:00,2021-10-05 10:39:00,99
C003,TRK386,2021-10-05 12:00:00,2021-10-05 13:50:00,110
C001,TRK231,2021-10-06 12:00:00,2021-10-06 12:00:00,0
C002,TRK482,2021-10-06 06:00:00,2021-10-06 07:10:00,70
C003,TRK671,2021-10-06 12:00:00,2021-10-06 12:56:00,56
C001,TRK303,2021-10-07 08:00:00,2021-10-07 08:06:00,6
C002,TRK511,2021-10-07 10:00:00,2021-10-07 11:40:00,100
C003,TRK146,2021-10-07 10:00:00,2021-10-07 09:40:00,-20
C001,TRK830,2021-10-08 06:00:00,2021-10-08 06:05:00,5
C002,TRK631,2021-10-08 08:00:00,2021-10-08 09:31:00,91
C003,TRK720,2021-10-08 09:00:00,2021-10-08 09:08:00,8
C001,TRK435,2021-10-09 10:00:00,2021-10-09 10:05:00,5
C002,TRK266,2021-10-09 10:00:00,2021-10-09 10:51:00,51
C003,TRK707,2021-10-09 09:00:00,2021-10-09 09:46:00,46
C001,TRK948,2021-10-10 08:00:00,2021-10-10 09:39:00,99
C002,TRK601,2021-10-10 10:00:00,2021-10-10 11:46:00,106
C003,TRK406,2021-10-10 11:00:00,2021-10-10 12:54:00,114
C001,TRK477,2021-10-11 09:00:00,2021-10-11 08:34:00,-26
C002,TRK526,2021-10-11 08:00:00,2021-10-11 07:58:00,-2
C003,TRK915,2021-10-11 10:00:00,2021-10-11 10:48:00,48
C001,TRK711,2021-10-12 11:00:00,2021-10-12 10:36:00,-24
C002,TRK771,2021-10-12 09:00:00,2021-10-12 09:37:00,37
C003,TRK691,2021-10-12 12:00:00,2021-10-12 13:58:00,118
C001,TRK697,2021-10-13 07:00:00,2021-10-13 06:43:00,-17
C002,TRK636,2021-10-13 09:00:00,2021-10-13 09:13:00,13
C003,TRK251,2021-10-13 11:00:00,2021-10-13 12:07:00,67
C001,TRK132,2021-10-14 12:00:00,2021-10-14 12:32:00,32
C002,TRK295,2021-10-14 10:00:00,2021-10-14 09:58:00,-2
C003,TRK421,2021-10-14 06:00:00,2021-10-14 07:22:00,82
C001,TRK522,2021-10-15 09:00:00,2021-10-15 09:08:00,8
C002,TRK520,2021-10-15 11:00:00,2021-10-15 11:22:00,22
C003,TRK993,2021-10-15 10:00:00,2021-10-15 11:30:00,90
C001,TRK822,2021-10-16 12:00:00,2021-10-16 11:45:00,-15
C002,TRK312,2021-10-16 07:00:00,2021-10-16 08:42:00,102
C003,TRK778,2021-10-16 10:00:00,2021-10-16 10:53:00,53
C001,TRK485,2021-10-17 09:00:00,2021-10-17 10:44:00,104
C002,TRK570,2021-10-17 08:00:00,2021-10-17 08:14:00,14
C003,TRK659,2021-10-17 10:00:00,2021-10-17 10:57:00,57
C001,TRK724,2021-10-18 08:00:00,2021-10-18 08:37:00,37
C002,TRK352,2021-10-18 09:00:00,2021-10-18 09:19:00,19
C003,TRK405,2021-10-18 08:00:00,2021-10-18 09:52:00,112
C001,TRK889,2021-10-19 07:00:00,2021-10-19 07:46:00,46
C002,TRK806,2021-10-19 08:00:00,2021-10-19 08:23:00,23
C003,TRK424,2021-10-19 11:00:00,2021-10-19 12:35:00,95
C001,TRK673,2021-10-20 09:00:00,2021-10-20 09:59:00,59
C002,TRK394,2021-10-20 12:00:00,2021-10-20 12:40:00,40
C003,TRK792,2021-10-20 06:00:00,2021-10-20 07:56:00,116
C001,TRK504,2021-10-21 10:00:00,2021-10-21 11:07:00,67
C002,TRK891,2021-10-21 12:00:00,2021-10-21 12:58:00,58
C003,TRK397,2021-10-21 12:00:00,2021-10-21 12:07:00,7
C001,TRK831,2021-10-22 06:00:00,2021-10-22 06:43:00,43
C002,TRK552,2021-10-22 06:00:00,2021-10-22 06:58:00,58
C003,TRK865,2021-10-22 11:00:00,2021-10-22 11:35:00,35
C001,TRK306,2021-10-23 09:00:00,2021-10-23 09:24:00,24
C002,TRK377,2021-10-23 12:00:00,2021-10-23 13:47:00,107
C003,TRK240,2021-10-23 10:00:00,2021-10-23 10:39:00,39
C001,TRK345,2021-10-24 06:00:00,2021-10-24 08:00:00,120
C002,TRK785,2021-10-24 07:00:00,2021-10-24 06:42:00,-18
C003,TRK753,2021-10-24 10:00:00,2021-10-24 10:27:00,27
C001,TRK202,2021-10-25 07:00:00,2021-10-25 06:43:00,-17
C002,TRK834,2021-10-25 09:00:00,2021-10-25 09:54:00,54
C003,TRK797,2021-10-25 09:00:00,2021-10-25 08:55:00,-5
C001,TRK105,2021-10-26 12:00:00,2021-10-26 12:05:00,5
C002,TRK516,2021-10-26 10:00:00,2021-10-26 10:10:00,10
C003,TRK588,2021-10-26 11:00:00,2021-10-26 12:31:00,91
C001,TRK874,2021-10-27 11:00:00,2021-10-27 11:21:00,21
C002,TRK392,2021-10-27 08:00:00,2021-10-27 08:52:00,52
C003,TRK887,2021-10-27 11:00:00,2021-10-27 10:45:00,-15
C001,TRK337,2021-10-28 06:00:00,2021-10-28 07:56:00,116
C002,TRK279,2021-10-28 10:00:00,2021-10-28 09:39:00,-21
C003,TRK137,2021-10-28 09:00:00,2021-10-28 09:15:00,15
C001,TRK906,2021-10-29 12:00:00,2021-10-29 13:11:00,71
C002,TRK866,2021-10-29 09:00:00,2021-10-29 09:17:00,17
C003,TRK997,2021-10-29 12:00:00,2021-10-29 12:44:00,44
C001,TRK405,2021-10-30 06:00:00,2021-10-30 05:32:00,-28
C002,TRK443,2021-10-30 10:00:00,2021-10-30 09:57:00,-3
C003,TRK756,2021-10-30 08:00:00,2021-10-30 09:26:00,86
C001,TRK605,2021-10-31 10:00:00,2021-10-31 11:44:00,104
C002,TRK579,2021-10-31 07:00:00,2021-10-31 08:39:00,99
C003,TRK928,2021-10-31 08:00:00,2021-10-31 08:19:00,19
C001,TRK266,2021-11-01 06:00:00,2021-11-01 06:54:00,54
C002,TRK763,2021-11-01 11:00:00,2021-11-01 12:27:00,87
C003,TRK114,2021-11-01 08:00:00,2021-11-01 08:17:00,17
C001,TRK909,2021-11-02 11:00:00,2021-11-02 11:56:00,56
C002,TRK790,2021-11-02 08:00:00,2021-11-02 09:55:00,115
C003,TRK279,2021-11-02 12:00:00,2021-11-02 12:19:00,19
C001,TRK946,2021-11-03 10:00:00,2021-11-03 11:13:00,73
C002,TRK435,2021-11-03 09:00:00,2021-11-03 10:41:00,101
C003,TRK785,2021-11-03 06:00:00,2021-11-03 07:12:00,72
C001,TRK243,2021-11-04 06:00:00,2021-11-04 06:17:00,17
C002,TRK354,2021-11-04 09:00:00,2021-11-04 09:52:00,52
C003,TRK492,2021-11-04 06:00:00,2021-11-04 06:36:00,36
C001,TRK871,2021-11-05 07:00:00,2021-11-05 08:24:00,84
C002,TRK409,2021-11-05 08:00:00,2021-11-05 08:54:00,54
C003,TRK111,2021-11-05 10:00:00,2021-11-05 11:56:00,116
C001,TRK809,2021-11-06 08:00:00,2021-11-06 09:02:00,62
C002,TRK783,2021-11-06 07:00:00,2021-11-06 06:45:00,-15
C003,TRK414,2021-11-06 06:00:00,2021-11-06 07:29:00,89
C001,TRK802,2021-11-07 07:00:00,2021-11-07 08:13:00,73
C002,TRK806,2021-11-07 10:00:00,2021-11-07 10:49:00,49
C003,TRK476,2021-11-07 06:00:00,2021-11-07 06:45:00,45
C001,TRK324,2021-11-08 10:00:00,2021-11-08 10:26:00,26
C002,TRK256,2021-11-08 07:00:00,2021-11-08 08:32:00,92
C003,TRK525,2021-11-08 09:00:00,2021-11-08 10:05:00,65
C001,TRK582,2021-11-09 11:00:00,2021-11-09 12:50:00,110
C002,TRK921,2021-11-09 12:00:00,2021-11-09 13:47:00,107
C003,TRK880,2021-11-09 11:00:00,2021-11-09 11:25:00,25
C001,TRK638,2021-11-10 07:00:00,2021-11-10 06:50:00,-10
C002,TRK820,2021-11-10 09:00:00,2021-11-10 10:45:00,105
C003,TRK677,2021-11-10 08:00:00,2021-11-10 07:49:00,-11
C001,TRK948,2021-11-11 06:00:00,2021-11-11 05:45:00,-15
C002,TRK307,2021-11-11 10:00:00,2021-11-11 11:39:00,99
C003,TRK253,2021-11-11 10:00:00,2021-11-11 11:47:00,107
C001,TRK974,2021-11-12 07:00:00,2021-11-12 07:53:00,53
C002,TRK219,2021-11-12 10:00:00,2021-11-12 11:23:00,83
C003,TRK834,2021-11-12 11:00:00,2021-11-12 11:22:00,22
C001,TRK193,2021-11-13 10:00:00,2021-11-13 11:35:00,95
C002,TRK928,2021-11-13 10:00:00,2021-11-13 11:24:00,84
C003,TRK235,2021-11-13 06:00:00,2021-11-13 07:26:00,86
C001,TRK567,2021-11-14 10:00:00,2021-11-14 11:16:00,76
C002,TRK672,2021-11-14 10:00:00,2021-11-14 09:44:00,-16
C003,TRK840,2021-11-14 09:00:00,2021-11-14 09:48:00,48
C001,TRK360,2021-11-15 06:00:00,2021-11-15 07:11:00,71
C002,TRK863,2021-11-15 12:00:00,2021-11-15 11:30:00,-30
C003,TRK174,2021-11-15 07:00:00,2021-11-15 08:58:00,118
C001,TRK452,2021-11-16 06:00:00,2021-11-16 07:18:00,78
C002,TRK654,2021-11-16 11:00:00,2021-11-16 10:46:00,-14
C003,TRK583,2021-11-16 06:00:00,2021-11-16 05:47:00,-13
C001,TRK518,2021-11-17 06:00:00,2021-11-17 06:43:00,43
C002,TRK884,2021-11-17 07:00:00,2021-11-17 07:04:00,4
C003,TRK483,2021-11-17 11:00:00,2021-11-17 12:17:00,77
C001,TRK990,2021-11-18 09:00:00,2021-11-18 10:24:00,84
C002,TRK182,2021-11-18 09:00:00,2021-11-18 10:06:00,66
C003,TRK236,2021-11-18 11:00:00,2021-11-18 12:48:00,108
C001,TRK221,2021-11-19 11:00:00,2021-11-19 11:59:00,59
C002,TRK502,2021-11-19 07:00:00,2021-11-19 08:47:00,107
C003,TRK845,2021-11-19 10:00:00,2021-11-19 10:02:00,2
C001,TRK874,2021-11-20 07:00:00,2021-11-20 06:30:00,-30
C002,TRK574,2021-11-20 06:00:00,2021-11-20 06:46:00,46
C003,TRK534,2021-11-20 11:00:00,2021-11-20 12:49:00,109
C001,TRK943,2021-11-21 10:00:00,2021-11-21 11:07:00,67
C002,TRK571,2021-11-21 07:00:00,2021-11-21 07:33:00,33
C003,TRK382,2021-11-21 08:00:00,2021-11-21 08:09:00,9
C001,TRK132,2021-11-22 07:00:00,2021-11-22 06:58:00,-2
C002,TRK729,2021-11-22 12:00:00,2021-11-22 13:17:00,77
C003,TRK346,2021-11-22 12:00:00,2021-11-22 11:34:00,-26
C001,TRK203,2021-11-23 07:00:00,2021-11-23 06:47:00,-13
C002,TRK557,2021-11-23 10:00:00,2021-11-23 09:38:00,-22
C003,TRK350,2021-11-23 10:00:00,2021-11-23 09:42:00,-18
C001,TRK511,2021-11-24 11:00:00,2021-11-24 10:41:00,-19
C002,TRK652,2021-11-24 09:00:00,2021-11-24 09:29:00,29
C003,TRK243,2021-11-24 07:00:00,2021-11-24 06:44:00,-16
C001,TRK339,2021-11-25 10:00:00,2021-11-25 10:44:00,44
C002,TRK426,2021-11-25 12:00:00,2021-11-25 13:57:00,117
C003,TRK342,2021-11-25 10:00:00,2021-11-25 10:52:00,52
C001,TRK776,2021-11-26 08:00:00,2021-11-26 08:06:00,6
C002,TRK523,2021-11-26 10:00:00,2021-11-26 10:26:00,26
C003,TRK162,2021-11-26 08:00:00,2021-11-26 08:40:00,40
C001,TRK741,2021-11-27 10:00:00,2021-11-27 10:14:00,14
C002,TRK669,2021-11-27 11:00:00,2021-11-27 12:19:00,79
C003,TRK452,2021-11-27 09:00:00,2021-11-27 08:42:00,-18
C001,TRK904,2021-11-28 11:00:00,2021-11-28 12:07:00,67
C002,TRK813,2021-11-28 10:00:00,2021-11-28 10:51:00,51
C003,TRK252,2021-11-28 09:00:00,2021-11-28 10:14:00,74
C001,TRK288,2021-11-29 08:00:00,2021-11-29 09:06:00,66
C002,TRK584,2021-11-29 12:00:00,2021-11-29 13:47:00,107
C003,TRK407,2021-11-29 07:00:00,2021-11-29 07:27:00,27
C001,TRK925,2021-11-30 12:00:00,2021-11-30 12:06:00,6
C002,TRK675,2021-11-30 09:00:00,2021-11-30 08:44:00,-16
C003,TRK670,2021-11-30 09:00:00,2021-11-30 10:16:00,76
C001,TRK497,2021-12-01 10:00:00,2021-12-01 10:04:00,4
C002,TRK308,2021-12-01 07:00:00,2021-12-01 07:35:00,35
C003,TRK560,2021-12-01 08:00:00,2021-12-01 07:50:00,-10
C001,TRK194,2021-12-02 12:00:00,2021-12-02 13:04:00,64
C002,TRK152,2021-12-02 10:00:00,2021-12-02 10:18:00,18
C003,TRK789,2021-12-02 08:00:00,2021-12-02 09:06:00,66
C001,TRK994,2021-12-03 10:00:00,2021-12-03 09:40:00,-20
C002,TRK923,2021-12-03 06:00:00,2021-12-03 06:18:00,18
C003,TRK841,2021-12-03 12:00:00,2021-12-03 14:00:00,120
C001,TRK322,2021-12-04 11:00:00,2021-12-04 12:53:00,113
C002,TRK990,2021-12-04 09:00:00,2021-12-04 09:23:00,23
C003,TRK115,2021-12-04 08:00:00,2021-12-04 08:47:00,47
C001,TRK859,2021-12-05 07:00:00,2021-12-05 07:18:00,18
C002,TRK348,2021-12-05 06:00:00,2021-12-05 07:32:00,92
C003,TRK506,2021-12-05 11:00:00,2021-12-05 11:22:00,22
C001,TRK429,2021-12-06 07:00:00,2021-12-06 08:51:00,111
C002,TRK489,2021-12-06 12:00:00,2021-12-06 12:42:00,42
C003,TRK764,2021-12-06 09:00:00,2021-12-06 10:46:00,106
C001,TRK367,2021-12-07 08:00:00,2021-12-07 08:48:00,48
C002,TRK609,2021-12-07 08:00:00,2021-12-07 09:41:00,101
C003,TRK922,2021-12-07 09:00:00,2021-12-07 08:55:00,-5
C001,TRK879,2021-12-08 11:00:00,2021-12-08 12:30:00,90
C002,TRK308,2021-12-08 12:00:00,2021-12-08 12:51:00,51
C003,TRK523,2021-12-08 08:00:00,2021-12-08 08:50:00,50
C001,TRK984,2021-12-09 06:00:00,2021-12-09 07:54:00,114
C002,TRK116,2021-12-09 07:00:00,2021-12-09 07:07:00,7
C003,TRK698,2021-12-09 08:00:00,2021-12-09 09:51:00,111
C001,TRK402,2021-12-10 10:00:00,2021-12-10 11:16:00,76
C002,TRK437,2021-12-10 07:00:00,2021-12-10 07:20:00,20
C003,TRK683,2021-12-10 07:00:00,2021-12-10 08:07:00,67
C001,TRK611,2021-12-11 12:00:00,2021-12-11 12:32:00,32
C002,TRK363,2021-12-11 10:00:00,2021-12-11 10:56:00,56
C003,TRK840,2021-12-11 12:00:00,2021-12-11 13:35:00,95
C001,TRK571,2021-12-12 11:00:00,2021-12-12 12:35:00,95
C002,TRK273,2021-12-12 07:00:00,2021-12-12 08:00:00,60
C003,TRK600,2021-12-12 07:00:00,2021-12-12 08:49:00,109
C001,TRK757,2021-12-13 07:00:00,2021-12-13 08:48:00,108
C002,TRK134,2021-12-13 06:00:00,2021-12-13 07:44:00,104
C003,TRK937,2021-12-13 12:00:00,2021-12-13 11:49:00,-11
C001,TRK882,2021-12-14 11:00:00,2021-12-14 10:42:00,-18
C002,TRK240,2021-12-14 06:00:00,2021-12-14 07:15:00,75
C003,TRK169,2021-12-14 12:00:00,2021-12-14 12:29:00,29
C001,TRK109,2021-12-15 11:00:00,2021-12-15 11:08:00,8
C002,TRK566,2021-12-15 07:00:00,2021-12-15 08:39:00,99
C003,TRK732,2021-12-15 08:00:00,2021-12-15 07:45:00,-15
C001,TRK775,2021-12-16 11:00:00,2021-12-16 12:33:00,93
C002,TRK106,2021-12-16 09:00:00,2021-12-16 08:34:00,-26
C003,TRK521,2021-12-16 10:00:00,2021-12-16 11:51:00,111
C001,TRK642,2021-12-17 06:00:00,2021-12-17 05:34:00,-26
C002,TRK648,2021-12-17 11:00:00,2021-12-17 11:40:00,40
C003,TRK614,2021-12-17 08:00:00,2021-12-17 07:34:00,-26
C001,TRK925,2021-12-18 12:00:00,2021-12-18 13:20:00,80
C002,TRK198,2021-12-18 07:00:00,2021-12-18 06:57:00,-3
C003,TRK346,2021-12-18 10:00:00,2021-12-18 10:08:00,8
C001,TRK358,2021-12-19 07:00:00,2021-12-19 08:44:00,104
C002,TRK373,2021-12-19 12:00:00,2021-12-19 13:00:00,60
C003,TRK180,2021-12-19 12:00:00,2021-12-19 13:11:00,71
C001,TRK570,2021-12-20 08:00:00,2021-12-20 09:13:00,73
C002,TRK813,2021-12-20 10:00:00,2021-12-20 10:32:00,32
C003,TRK800,2021-12-20 07:00:00,2021-12-20 07:46:00,46
C001,TRK769,2021-12-21 12:00:00,2021-12-21 11:50:00,-10
C002,TRK195,2021-12-21 12:00:00,2021-12-21 11:38:00,-22
C003,TRK486,2021-12-21 09:00:00,2021-12-21 10:07:00,67
C001,TRK157,2021-12-22 10:00:00,2021-12-22 11:31:00,91
C002,TRK819,2021-12-22 11:00:00,2021-12-22 10:32:00,-28
C003,TRK611,2021-12-22 07:00:00,2021-12-22 06:51:00,-9
C001,TRK760,2021-12-23 12:00:00,2021-12-23 13:21:00,81
C002,TRK679,2021-12-23 12:00:00,2021-12-23 12:54:00,54
C003,TRK640,2021-12-23 12:00:00,2021-12-23 11:54:00,-6
C001,TRK316,2021-12-24 06:00:00,2021-12-24 06:28:00,28
C002,TRK586,2021-12-24 12:00:00,2021-12-24 13:55:00,115
C003,TRK176,2021-12-24 08:00:00,2021-12-24 07:41:00,-19
C001,TRK656,2021-12-25 11:00:00,2021-12-25 11:41:00,41
C002,TRK283,2021-12-25 10:00:00,2021-12-25 09:38:00,-22
C003,TRK116,2021-12-25 12:00:00,2021-12-25 12:50:00,50
C001,TRK247,2021-12-26 07:00:00,2021-12-26 09:00:00,120
C002,TRK178,2021-12-26 12:00:00,2021-12-26 13:11:00,71
C003,TRK677,2021-12-26 08:00:00,2021-12-26 08:11:00,11
C001,TRK954,2021-12-27 07:00:00,2021-12-27 08:55:00,115
C002,TRK793,2021-12-27 12:00:00,2021-12-27 13:09:00,69
C003,TRK493,2021-12-27 10:00:00,2021-12-27 10:54:00,54
C001,TRK909,2021-12-28 12:00:00,2021-12-28 12:05:00,5
C002,TRK612,2021-12-28 11:00:00,2021-12-28 10:50:00,-10
C003,TRK154,2021-12-28 11:00:00,2021-12-28 11:58:00,58
C001,TRK337,2021-12-29 06:00:00,2021-12-29 07:21:00,81
C002,TRK448,2021-12-29 12:00:00,2021-12-29 11:49:00,-11
C003,TRK892,2021-12-29 10:00:00,2021-12-29 11:11:00,71
C001,TRK749,2021-12-30 08:00:00,2021-12-30 07:37:00,-23
C002,TRK602,2021-12-30 08:00:00,2021-12-30 09:25:00,85
C003,TRK666,2021-12-30 07:00:00,2021-12-30 08:01:00,61
C001,TRK290,2021-12-31 09:00:00,2021-12-31 10:20:00,80
C002,TRK776,2021-12-31 11:00:00,2021-12-31 12:59:00,119
C003,TRK890,2021-12-31 09:00:00,2021-12-31 08:51:00,-9
C001,TRK917,2022-01-01 10:00:00,2022-01-01 10:45:00,45
C002,TRK184,2022-01-01 07:00:00,2022-01-01 06:48:00,-12
C003,TRK489,2022-01-01 08:00:00,2022-01-01 08:09:00,9
C001,TRK857,2022-01-02 11:00:00,2022-01-02 11:09:00,9
C002,TRK469,2022-01-02 09:00:00,2022-01-02 09:51:00,51
C003,TRK105,2022-01-02 06:00:00,2022-01-02 05:53:00,-7
C001,TRK468,2022-01-03 08:00:00,2022-01-03 09:23:00,83
C002,TRK204,2022-01-03 12:00:00,2022-01-03 12:39:00,39
C003,TRK291,2022-01-03 07:00:00,2022-01-03 06:52:00,-8
C001,TRK670,2022-01-04 09:00:00,2022-01-04 10:24:00,84
C002,TRK517,2022-01-04 10:00:00,2022-01-04 11:41:00,101
C003,TRK191,2022-01-04 06:00:00,2022-01-04 05:36:00,-24
C001,TRK195,2022-01-05 08:00:00,2022-01-05 09:51:00,111
C002,TRK984,2022-01-05 10:00:00,2022-01-05 10:53:00,53
C003,TRK398,2022-01-05 09:00:00,2022-01-05 08:33:00,-27
C001,TRK897,2022-01-06 09:00:00,2022-01-06 10:09:00,69
C002,TRK348,2022-01-06 06:00:00,2022-01-06 07:53:00,113
C003,TRK273,2022-01-06 10:00:00,2022-01-06 11:43:00,103
C001,TRK273,2022-01-07 11:00:00,2022-01-07 12:07:00,67
C002,TRK408,2022-01-07 07:00:00,2022-01-07 07:38:00,38
C003,TRK249,2022-01-07 08:00:00,2022-01-07 09:36:00,96
C001,TRK545,2022-01-08 06:00:00,2022-01-08 06:12:00,12
C002,TRK406,2022-01-08 08:00:00,2022-01-08 09:17:00,77
C003,TRK469,2022-01-08 09:00:00,2022-01-08 08:49:00,-11
C001,TRK838,2022-01-09 08:00:00,2022-01-09 08:33:00,33
C002,TRK708,2022-01-09 11:00:00,2022-01-09 12:36:00,96
C003,TRK568,2022-01-09 10:00:00,2022-01-09 10:20:00,20
C001,TRK411,2022-01-10 06:00:00,2022-01-10 06:04:00,4
C002,TRK440,2022-01-10 06:00:00,2022-01-10 07:11:00,71
C003,TRK923,2022-01-10 12:00:00,2022-01-10 13:07:00,67
C001,TRK550,2022-01-11 12:00:00,2022-01-11 12:54:00,54
C002,TRK935,2022-01-11 08:00:00,2022-01-11 09:20:00,80
C003,TRK407,2022-01-11 12:00:00,2022-01-11 12:04:00,4
C001,TRK590,2022-01-12 08:00:00,2022-01-12 08:21:00,21
C002,TRK507,2022-01-12 08:00:00,2022-01-12 08:15:00,15
C003,TRK852,2022-01-12 08:00:00,2022-01-12 08:44:00,44
C001,TRK689,2022-01-13 11:00:00,2022-01-13 12:35:00,95
C002,TRK433,2022-01-13 12:00:00,2022-01-13 12:32:00,32
C003,TRK936,2022-01-13 09:00:00,2022-01-13 09:41:00,41
C001,TRK473,2022-01-14 12:00:00,2022-01-14 13:10:00,70
C002,TRK304,2022-01-14 06:00:00,2022-01-14 07:54:00,114
C003,TRK284,2022-01-14 10:00:00,2022-01-14 11:49:00,109
C001,TRK127,2022-01-15 11:00:00,2022-01-15 12:50:00,110
C002,TRK825,2022-01-15 11:00:00,2022-01-15 12:28:00,88
C003,TRK916,2022-01-15 07:00:00,2022-01-15 08:22:00,82
C001,TRK938,2022-01-16 08:00:00,2022-01-16 07:47:00,-13
C002,TRK789,2022-01-16 12:00:00,2022-01-16 13:14:00,74
C003,TRK748,2022-01-16 09:00:00,2022-01-16 09:05:00,5
C001,TRK358,2022-01-17 08:00:00,2022-01-17 08:31:00,31
C002,TRK832,2022-01-17 11:00:00,2022-01-17 11:09:00,9
C003,TRK175,2022-01-17 09:00:00,2022-01-17 10:06:00,66
C001,TRK696,2022-01-18 09:00:00,2022-01-18 10:32:00,92
C002,TRK618,2022-01-18 09:00:00,2022-01-18 10:46:00,106
C003,TRK656,2022-01-18 12:00:00,2022-01-18 13:17:00,77
C001,TRK818,2022-01-19 06:00:00,2022-01-19 07:02:00,62
C002,TRK708,2022-01-19 12:00:00,2022-01-19 13:47:00,107
C003,TRK211,2022-01-19 11:00:00,2022-01-19 10:51:00,-9
C001,TRK773,2022-01-20 12:00:00,2022-01-20 12:33:00,33
C002,TRK270,2022-01-20 11:00:00,2022-01-20 12:00:00,60
C003,TRK676,2022-01-20 11:00:00,2022-01-20 10:41:00,-19
C001,TRK870,2022-01-21 11:00:00,2022-01-21 12:12:00,72
C002,TRK208,2022-01-21 08:00:00,2022-01-21 09:20:00,80
C003,TRK364,2022-01-21 06:00:00,2022-01-21 05:55:00,-5
C001,TRK864,2022-01-22 07:00:00,2022-01-22 08:40:00,100
C002,TRK694,2022-01-22 10:00:00,2022-01-22 11:52:00,112
C003,TRK326,2022-01-22 11:00:00,2022-01-22 12:57:00,117
C001,TRK500,2022-01-23 09:00:00,2022-01-23 10:05:00,65
C002,TRK807,2022-01-23 09:00:00,2022-01-23 11:00:00,120
C003,TRK453,2022-01-23 10:00:00,2022-01-23 10:08:00,8
C001,TRK207,2022-01-24 06:00:00,2022-01-24 07:33:00,93
C002,TRK187,2022-01-24 08:00:00,2022-01-24 09:16:00,76
C003,TRK456,2022-01-24 06:00:00,2022-01-24 06:06:00,6
C001,TRK566,2022-01-25 08:00:00,2022-01-25 08:57:00,57
C002,TRK633,2022-01-25 12:00:00,2022-01-25 12:22:00,22
C003,TRK587,2022-01-25 09:00:00,2022-01-25 09:59:00,59
C001,TRK839,2022-01-26 06:00:00,2022-01-26 07:22:00,82
C002,TRK426,2022-01-26 11:00:00,2022-01-26 12:25:00,85
C003,TRK145,2022-01-26 06:00:00,2022-01-26 06:46:00,46
C001,TRK123,2022-01-27 12:00:00,2022-01-27 11:59:00,-1
C002,TRK763,2022-01-27 12:00:00,2022-01-27 12:57:00,57
C003,TRK858,2022-01-27 06:00:00,2022-01-27 06:12:00,12
C001,TRK278,2022-01-28 07:00:00,2022-01-28 08:42:00,102
C002,TRK438,2022-01-28 10:00:00,2022-01-28 10:10:00,10
C003,TRK573,2022-01-28 10:00:00,2022-01-28 11:19:00,79
C001,TRK744,2022-01-29 07:00:00,2022-01-29 08:13:00,73
C002,TRK755,2022-01-29 07:00:00,2022-01-29 07:17:00,17
C003,TRK505,2022-01-29 11:00:00,2022-01-29 12:20:00,80
C001,TRK560,2022-01-30 06:00:00,2022-01-30 06:20:00,20
C002,TRK498,2022-01-30 10:00:00,2022-01-30 11:19:00,79
C003,TRK310,2022-01-30 06:00:00,2022-01-30 06:24:00,24
C001,TRK691,2022-01-31 08:00:00,2022-01-31 07:46:00,-14
C002,TRK291,2022-01-31 06:00:00,2022-01-31 07:47:00,107
C003,TRK301,2022-01-31 08:00:00,2022-01-31 08:53:00,53
C001,TRK368,2022-02-01 09:00:00,2022-02-01 08:59:00,-1
C002,TRK640,2022-02-01 11:00:00,2022-02-01 12:35:00,95
C003,TRK711,2022-02-01 11:00:00,2022-02-01 11:50:00,50
C001,TRK701,2022-02-02 09:00:00,2022-02-02 10:10:00,70
C002,TRK460,2022-02-02 06:00:00,2022-02-02 06:59:00,59
C003,TRK732,2022-02-02 12:00:00,2022-02-02 13:27:00,87
C001,TRK729,2022-02-03 07:00:00,2022-02-03 07:46:00,46
C002,TRK788,2022-02-03 10:00:00,2022-02-03 09:51:00,-9
C003,TRK220,2022-02-03 07:00:00,2022-02-03 07:50:00,50
C001,TRK219,2022-02-04 07:00:00,2022-02-04 07:48:00,48
C002,TRK810,2022-02-04 07:00:00,2022-02-04 08:05:00,65
C003,TRK497,2022-02-04 07:00:00,2022-02-04 08:40:00,100
C001,TRK688,2022-02-05 09:00:00,2022-02-05 09:05:00,5
C002,TRK290,2022-02-05 09:00:00,2022-02-05 10:18:00,78
C003,TRK810,2022-02-05 09:00:00,2022-02-05 10:47:00,107
