date,center_id,sku_id,inbound_volume,outbound_volume
2021-12-10,C003,SKU015,78,82
2021-12-10,C003,SKU016,158,67
2021-12-10,C003,SKU017,85,90
2021-12-10,C003,SKU018,56,100
2021-12-10,C003,SKU019,61,62
2021-12-10,C003,SKU020,65,48
2021-12-11,C001,SKU001,138,103
2021-12-11,C001,SKU002,127,110
2021-12-11,C001,SKU003,94,89
2021-12-11,C001,SKU004,130,130
2021-12-11,C001,SKU005,62,152
2021-12-11,C001,SKU006,60,78
2021-12-11,C001,SKU007,102,94
2021-12-11,C001,SKU008,158,115
2021-12-11,C001,SKU009,112,115
2021-12-11,C001,SKU010,110,73
2021-12-11,C001,SKU011,114,91
2021-12-11,C001,SKU012,74,121
2021-12-11,C001,SKU013,98,61
2021-12-11,C001,SKU014,71,103
2021-12-11,C001,SKU015,131,102
2021-12-11,C001,SKU016,114,69
2021-12-11,C001,SKU017,102,81
2021-12-11,C001,SKU018,94,87
2021-12-11,C001,SKU019,80,108
2021-12-11,C001,SKU020,69,57
2021-12-11,C002,SKU001,76,112
2021-12-11,C002,SKU002,110,45
2021-12-11,C002,SKU003,117,88
2021-12-11,C002,SKU004,87,83
2021-12-11,C002,SKU005,59,94
2021-12-11,C002,SKU006,61,81
2021-12-11,C002,SKU007,89,109
2021-12-11,C002,SKU008,101,107
2021-12-11,C002,SKU009,64,87
2021-12-11,C002,SKU010,115,121
2021-12-11,C002,SKU011,65,68
2021-12-11,C002,SKU012,115,130
2021-12-11,C002,SKU013,108,62
2021-12-11,C002,SKU014,67,93
2021-12-11,C002,SKU015,110,84
2021-12-11,C002,SKU016,67,117
2021-12-11,C002,SKU017,89,103
2021-12-11,C002,SKU018,46,120
2021-12-11,C002,SKU019,79,123
2021-12-11,C002,SKU020,118,54
2021-12-11,C003,SKU001,107,131
2021-12-11,C003,SKU002,82,131
2021-12-11,C003,SKU003,111,123
2021-12-11,C003,SKU004,104,86
2021-12-11,C003,SKU005,155,108
2021-12-11,C003,SKU006,92,100
2021-12-11,C003,SKU007,83,92
2021-12-11,C003,SKU008,135,85
2021-12-11,C003,SKU009,73,65
2021-12-11,C003,SKU010,102,69
2021-12-11,C003,SKU011,57,60
2021-12-11,C003,SKU012,135,86
2021-12-11,C003,SKU013,101,65
2021-12-11,C003,SKU014,82,74
2021-12-11,C003,SKU015,91,48
2021-12-11,C003,SKU016,132,89
2021-12-11,C003,SKU017,106,112
2021-12-11,C003,SKU018,125,75
2021-12-11,C003,SKU019,118,104
2021-12-11,C003,SKU020,109,116
2021-12-12,C001,SKU001,123,108
2021-12-12,C001,SKU002,140,90
2021-12-12,C001,SKU003,101,110
2021-12-12,C001,SKU004,94,102
2021-12-12,C001,SKU005,83,33
2021-12-12,C001,SKU006,117,51
2021-12-12,C001,SKU007,79,110
2021-12-12,C001,SKU008,124,119
2021-12-12,C001,SKU009,39,97
2021-12-12,C001,SKU010,92,114
2021-12-12,C001,SKU011,144,57
2021-12-12,C001,SKU012,100,110
2021-12-12,C001,SKU013,89,133
2021-12-12,C001,SKU014,87,82
2021-12-12,C001,SKU015,67,93
2021-12-12,C001,SKU016,9,83
2021-12-12,C001,SKU017,138,55
2021-12-12,C001,SKU018,51,117
2021-12-12,C001,SKU019,137,56
2021-12-12,C001,SKU020,151,100
2021-12-12,C002,SKU001,131,70
2021-12-12,C002,SKU002,144,83
2021-12-12,C002,SKU003,90,102
2021-12-12,C002,SKU004,88,51
2021-12-12,C002,SKU005,103,82
2021-12-12,C002,SKU006,76,121
2021-12-12,C002,SKU007,171,67
2021-12-12,C002,SKU008,105,80
2021-12-12,C002,SKU009,168,102
2021-12-12,C002,SKU010,127,119
2021-12-12,C002,SKU011,103,85
2021-12-12,C002,SKU012,145,109
2021-12-12,C002,SKU013,74,71
2021-12-12,C002,SKU014,88,118
2021-12-12,C002,SKU015,144,143
2021-12-12,C002,SKU016,78,93
2021-12-12,C002,SKU017,87,85
2021-12-12,C002,SKU018,127,88
2021-12-12,C002,SKU019,139,77
2021-12-12,C002,SKU020,122,78
2021-12-12,C003,SKU001,44,64
2021-12-12,C003,SKU002,103,138
2021-12-12,C003,SKU003,86,85
2021-12-12,C003,SKU004,114,75
2021-12-12,C003,SKU005,85,91
2021-12-12,C003,SKU006,86,45
2021-12-12,C003,SKU007,80,105
2021-12-12,C003,SKU008,119,123
2021-12-12,C003,SKU009,137,67
2021-12-12,C003,SKU010,77,72
2021-12-12,C003,SKU011,95,74
2021-12-12,C003,SKU012,94,68
2021-12-12,C003,SKU013,123,66
2021-12-12,C003,SKU014,70,103
2021-12-12,C003,SKU015,121,84
2021-12-12,C003,SKU016,126,109
2021-12-12,C003,SKU017,156,108
2021-12-12,C003,SKU018,151,91
2021-12-12,C003,SKU019,141,125
2021-12-12,C003,SKU020,95,72
2021-12-13,C001,SKU001,84,100
2021-12-13,C001,SKU002,65,78
2021-12-13,C001,SKU003,135,106
2021-12-13,C001,SKU004,29,56
2021-12-13,C001,SKU005,164,119
2021-12-13,C001,SKU006,82,52
2021-12-13,C001,SKU007,62,102
2021-12-13,C001,SKU008,159,137
2021-12-13,C001,SKU009,52,82
2021-12-13,C001,SKU010,74,93
2021-12-13,C001,SKU011,60,76
2021-12-13,C001,SKU012,73,103
2021-12-13,C001,SKU013,84,80
2021-12-13,C001,SKU014,115,131
2021-12-13,C001,SKU015,163,101
2021-12-13,C001,SKU016,97,122
2021-12-13,C001,SKU017,135,112
2021-12-13,C001,SKU018,52,120
2021-12-13,C001,SKU019,110,67
2021-12-13,C001,SKU020,79,104
2021-12-13,C002,SKU001,24,86
2021-12-13,C002,SKU002,80,71
2021-12-13,C002,SKU003,86,53
2021-12-13,C002,SKU004,131,36
2021-12-13,C002,SKU005,105,68
2021-12-13,C002,SKU006,159,90
2021-12-13,C002,SKU007,36,103
2021-12-13,C002,SKU008,67,114
2021-12-13,C002,SKU009,118,126
2021-12-13,C002,SKU010,105,110
2021-12-13,C002,SKU011,101,75
2021-12-13,C002,SKU012,131,59
2021-12-13,C002,SKU013,98,75
2021-12-13,C002,SKU014,125,66
2021-12-13,C002,SKU015,87,91
2021-12-13,C002,SKU016,144,76
2021-12-13,C002,SKU017,87,56
2021-12-13,C002,SKU018,70,100
2021-12-13,C002,SKU019,100,91
2021-12-13,C002,SKU020,152,48
2021-12-13,C003,SKU001,169,119
2021-12-13,C003,SKU002,90,99
2021-12-13,C003,SKU003,79,97
2021-12-13,C003,SKU004,164,73
2021-12-13,C003,SKU005,93,71
2021-12-13,C003,SKU006,82,79
2021-12-13,C003,SKU007,67,83
2021-12-13,C003,SKU008,101,79
2021-12-13,C003,SKU009,31,86
2021-12-13,C003,SKU010,98,137
2021-12-13,C003,SKU011,100,113
2021-12-13,C003,SKU012,87,122
2021-12-13,C003,SKU013,71,102
2021-12-13,C003,SKU014,125,107
2021-12-13,C003,SKU015,164,75
2021-12-13,C003,SKU016,142,118
2021-12-13,C003,SKU017,101,135
2021-12-13,C003,SKU018,95,90
2021-12-13,C003,SKU019,99,58
2021-12-13,C003,SKU020,122,105
2021-12-14,C001,SKU001,96,134
2021-12-14,C001,SKU002,86,46
2021-12-14,C001,SKU003,157,115
2021-12-14,C001,SKU004,118,81
2021-12-14,C001,SKU005,110,58
2021-12-14,C001,SKU006,93,67
2021-12-14,C001,SKU007,107,113
2021-12-14,C001,SKU008,68,108
2021-12-14,C001,SKU009,105,107
2021-12-14,C001,SKU010,92,107
2021-12-14,C001,SKU011,79,47
2021-12-14,C001,SKU012,56,77
2021-12-14,C001,SKU013,51,128
2021-12-14,C001,SKU014,97,112
2021-12-14,C001,SKU015,123,90
2021-12-14,C001,SKU016,206,163
2021-12-14,C001,SKU017,141,67
2021-12-14,C001,SKU018,142,46
2021-12-14,C001,SKU019,141,26
2021-12-14,C001,SKU020,90,120
2021-12-14,C002,SKU001,111,53
2021-12-14,C002,SKU002,105,99
2021-12-14,C002,SKU003,106,79
2021-12-14,C002,SKU004,125,118
2021-12-14,C002,SKU005,95,127
2021-12-14,C002,SKU006,95,77
2021-12-14,C002,SKU007,140,123
2021-12-14,C002,SKU008,81,70
2021-12-14,C002,SKU009,152,87
2021-12-14,C002,SKU010,100,83
2021-12-14,C002,SKU011,139,143
2021-12-14,C002,SKU012,102,150
2021-12-14,C002,SKU013,83,82
2021-12-14,C002,SKU014,120,69
2021-12-14,C002,SKU015,119,77
2021-12-14,C002,SKU016,53,46
2021-12-14,C002,SKU017,90,100
2021-12-14,C002,SKU018,59,94
2021-12-14,C002,SKU019,105,85
2021-12-14,C002,SKU020,72,96
2021-12-14,C003,SKU001,95,114
2021-12-14,C003,SKU002,61,92
2021-12-14,C003,SKU003,61,84
2021-12-14,C003,SKU004,67,67
2021-12-14,C003,SKU005,99,75
2021-12-14,C003,SKU006,144,119
2021-12-14,C003,SKU007,124,109
2021-12-14,C003,SKU008,103,122
2021-12-14,C003,SKU009,91,142
2021-12-14,C003,SKU010,71,61
2021-12-14,C003,SKU011,58,59
2021-12-14,C003,SKU012,51,95
2021-12-14,C003,SKU013,125,90
2021-12-14,C003,SKU014,58,78
2021-12-14,C003,SKU015,125,81
2021-12-14,C003,SKU016,76,52
2021-12-14,C003,SKU017,87,72
2021-12-14,C003,SKU018,97,101
2021-12-14,C003,SKU019,91,94
2021-12-14,C003,SKU020,114,59
2021-12-15,C001,SKU001,156,71
2021-12-15,C001,SKU002,115,61
2021-12-15,C001,SKU003,103,93
2021-12-15,C001,SKU004,149,84
2021-12-15,C001,SKU005,138,97
2021-12-15,C001,SKU006,155,45
2021-12-15,C001,SKU007,114,23
2021-12-15,C001,SKU008,98,115
2021-12-15,C001,SKU009,143,108
2021-12-15,C001,SKU010,91,103
2021-12-15,C001,SKU011,175,91
2021-12-15,C001,SKU012,128,79
2021-12-15,C001,SKU013,132,112
2021-12-15,C001,SKU014,81,109
2021-12-15,C001,SKU015,124,108
2021-12-15,C001,SKU016,98,120
2021-12-15,C001,SKU017,71,90
2021-12-15,C001,SKU018,103,119
2021-12-15,C001,SKU019,71,96
2021-12-15,C001,SKU020,85,92
2021-12-15,C002,SKU001,111,58
2021-12-15,C002,SKU002,137,100
2021-12-15,C002,SKU003,74,81
2021-12-15,C002,SKU004,144,100
2021-12-15,C002,SKU005,71,70
2021-12-15,C002,SKU006,118,108
2021-12-15,C002,SKU007,110,82
2021-12-15,C002,SKU008,124,82
2021-12-15,C002,SKU009,74,129
2021-12-15,C002,SKU010,114,70
2021-12-15,C002,SKU011,104,90
2021-12-15,C002,SKU012,89,95
2021-12-15,C002,SKU013,72,111
2021-12-15,C002,SKU014,99,49
2021-12-15,C002,SKU015,93,74
2021-12-15,C002,SKU016,10,86
2021-12-15,C002,SKU017,131,87
2021-12-15,C002,SKU018,121,90
2021-12-15,C002,SKU019,86,71
2021-12-15,C002,SKU020,61,113
2021-12-15,C003,SKU001,121,83
2021-12-15,C003,SKU002,39,101
2021-12-15,C003,SKU003,72,93
2021-12-15,C003,SKU004,53,92
2021-12-15,C003,SKU005,96,29
2021-12-15,C003,SKU006,148,81
2021-12-15,C003,SKU007,92,103
2021-12-15,C003,SKU008,98,99
2021-12-15,C003,SKU009,65,86
2021-12-15,C003,SKU010,42,84
2021-12-15,C003,SKU011,143,52
2021-12-15,C003,SKU012,89,36
2021-12-15,C003,SKU013,100,101
2021-12-15,C003,SKU014,111,74
2021-12-15,C003,SKU015,35,58
2021-12-15,C003,SKU016,137,111
2021-12-15,C003,SKU017,97,94
2021-12-15,C003,SKU018,69,122
2021-12-15,C003,SKU019,78,100
2021-12-15,C003,SKU020,60,85
2021-12-16,C001,SKU001,137,66
2021-12-16,C001,SKU002,122,62
2021-12-16,C001,SKU003,72,89
2021-12-16,C001,SKU004,129,82
2021-12-16,C001,SKU005,118,118
2021-12-16,C001,SKU006,76,51
2021-12-16,C001,SKU007,89,121
2021-12-16,C001,SKU008,75,115
2021-12-16,C001,SKU009,92,133
2021-12-16,C001,SKU010,167,115
2021-12-16,C001,SKU011,50,29
2021-12-16,C001,SKU012,101,112
2021-12-16,C001,SKU013,115,71
2021-12-16,C001,SKU014,55,113
2021-12-16,C001,SKU015,155,73
2021-12-16,C001,SKU016,124,155
2021-12-16,C001,SKU017,94,85
2021-12-16,C001,SKU018,116,82
2021-12-16,C001,SKU019,140,79
2021-12-16,C001,SKU020,99,53
2021-12-16,C002,SKU001,92,64
2021-12-16,C002,SKU002,110,48
2021-12-16,C002,SKU003,129,68
2021-12-16,C002,SKU004,153,124
2021-12-16,C002,SKU005,116,51
2021-12-16,C002,SKU006,81,67
2021-12-16,C002,SKU007,76,129
2021-12-16,C002,SKU008,95,73
2021-12-16,C002,SKU009,77,76
2021-12-16,C002,SKU010,115,49
2021-12-16,C002,SKU011,102,100
2021-12-16,C002,SKU012,47,54
2021-12-16,C002,SKU013,98,126
2021-12-16,C002,SKU014,136,74
2021-12-16,C002,SKU015,142,82
2021-12-16,C002,SKU016,90,92
2021-12-16,C002,SKU017,125,74
2021-12-16,C002,SKU018,88,58
2021-12-16,C002,SKU019,110,113
2021-12-16,C002,SKU020,129,55
2021-12-16,C003,SKU001,88,121
2021-12-16,C003,SKU002,106,90
2021-12-16,C003,SKU003,100,103
2021-12-16,C003,SKU004,108,75
2021-12-16,C003,SKU005,126,59
2021-12-16,C003,SKU006,139,67
2021-12-16,C003,SKU007,116,85
2021-12-16,C003,SKU008,85,123
2021-12-16,C003,SKU009,122,88
2021-12-16,C003,SKU010,152,114
2021-12-16,C003,SKU011,75,33
2021-12-16,C003,SKU012,103,124
2021-12-16,C003,SKU013,118,129
2021-12-16,C003,SKU014,82,87
2021-12-16,C003,SKU015,97,96
2021-12-16,C003,SKU016,123,130
2021-12-16,C003,SKU017,155,131
2021-12-16,C003,SKU018,120,81
2021-12-16,C003,SKU019,106,106
2021-12-16,C003,SKU020,104,67
2021-12-17,C001,SKU001,86,111
2021-12-17,C001,SKU002,92,90
2021-12-17,C001,SKU003,97,67
2021-12-17,C001,SKU004,94,78
2021-12-17,C001,SKU005,79,63
2021-12-17,C001,SKU006,96,105
2021-12-17,C001,SKU007,133,55
2021-12-17,C001,SKU008,148,97
2021-12-17,C001,SKU009,66,79
2021-12-17,C001,SKU010,43,49
2021-12-17,C001,SKU011,151,72
2021-12-17,C001,SKU012,116,87
2021-12-17,C001,SKU013,100,99
2021-12-17,C001,SKU014,37,122
2021-12-17,C001,SKU015,97,77
2021-12-17,C001,SKU016,114,71
2021-12-17,C001,SKU017,106,85
2021-12-17,C001,SKU018,121,84
2021-12-17,C001,SKU019,69,99
2021-12-17,C001,SKU020,91,44
2021-12-17,C002,SKU001,105,76
2021-12-17,C002,SKU002,110,68
2021-12-17,C002,SKU003,63,119
2021-12-17,C002,SKU004,125,89
2021-12-17,C002,SKU005,113,110
2021-12-17,C002,SKU006,99,59
2021-12-17,C002,SKU007,108,115
2021-12-17,C002,SKU008,117,91
2021-12-17,C002,SKU009,116,84
2021-12-17,C002,SKU010,131,123
2021-12-17,C002,SKU011,61,117
2021-12-17,C002,SKU012,167,103
2021-12-17,C002,SKU013,129,73
2021-12-17,C002,SKU014,84,84
2021-12-17,C002,SKU015,87,57
2021-12-17,C002,SKU016,94,110
2021-12-17,C002,SKU017,61,94
2021-12-17,C002,SKU018,104,82
2021-12-17,C002,SKU019,114,100
2021-12-17,C002,SKU020,88,116
2021-12-17,C003,SKU001,116,129
2021-12-17,C003,SKU002,98,81
2021-12-17,C003,SKU003,93,119
2021-12-17,C003,SKU004,95,87
2021-12-17,C003,SKU005,158,56
2021-12-17,C003,SKU006,110,88
2021-12-17,C003,SKU007,92,66
2021-12-17,C003,SKU008,80,79
2021-12-17,C003,SKU009,114,111
2021-12-17,C003,SKU010,46,59
2021-12-17,C003,SKU011,116,105
2021-12-17,C003,SKU012,56,111
2021-12-17,C003,SKU013,99,108
2021-12-17,C003,SKU014,74,55
2021-12-17,C003,SKU015,90,83
2021-12-17,C003,SKU016,90,80
2021-12-17,C003,SKU017,150,47
2021-12-17,C003,SKU018,74,79
2021-12-17,C003,SKU019,100,107
2021-12-17,C003,SKU020,125,116
2021-12-18,C001,SKU001,114,46
2021-12-18,C001,SKU002,50,118
2021-12-18,C001,SKU003,132,105
2021-12-18,C001,SKU004,75,81
2021-12-18,C001,SKU005,88,64
2021-12-18,C001,SKU006,107,143
2021-12-18,C001,SKU007,85,122
2021-12-18,C001,SKU008,73,51
2021-12-18,C001,SKU009,129,84
2021-12-18,C001,SKU010,138,126
2021-12-18,C001,SKU011,91,123
2021-12-18,C001,SKU012,73,67
2021-12-18,C001,SKU013,132,51
2021-12-18,C001,SKU014,99,121
2021-12-18,C001,SKU015,139,79
2021-12-18,C001,SKU016,130,61
2021-12-18,C001,SKU017,79,95
2021-12-18,C001,SKU018,111,63
2021-12-18,C001,SKU019,155,43
2021-12-18,C001,SKU020,101,94
2021-12-18,C002,SKU001,47,123
2021-12-18,C002,SKU002,77,92
2021-12-18,C002,SKU003,109,53
2021-12-18,C002,SKU004,67,129
2021-12-18,C002,SKU005,98,22
2021-12-18,C002,SKU006,90,89
2021-12-18,C002,SKU007,106,40
2021-12-18,C002,SKU008,99,69
2021-12-18,C002,SKU009,106,102
2021-12-18,C002,SKU010,111,125
2021-12-18,C002,SKU011,165,61
2021-12-18,C002,SKU012,88,108
2021-12-18,C002,SKU013,96,21
2021-12-18,C002,SKU014,94,120
2021-12-18,C002,SKU015,58,95
2021-12-18,C002,SKU016,42,111
2021-12-18,C002,SKU017,107,75
2021-12-18,C002,SKU018,87,52
2021-12-18,C002,SKU019,130,70
2021-12-18,C002,SKU020,115,65
2021-12-18,C003,SKU001,165,128
2021-12-18,C003,SKU002,162,144
2021-12-18,C003,SKU003,80,67
2021-12-18,C003,SKU004,160,86
2021-12-18,C003,SKU005,124,74
2021-12-18,C003,SKU006,81,110
2021-12-18,C003,SKU007,40,109
2021-12-18,C003,SKU008,115,76
2021-12-18,C003,SKU009,100,94
2021-12-18,C003,SKU010,107,107
2021-12-18,C003,SKU011,75,157
2021-12-18,C003,SKU012,93,86
2021-12-18,C003,SKU013,158,44
2021-12-18,C003,SKU014,158,92
2021-12-18,C003,SKU015,84,62
2021-12-18,C003,SKU016,61,81
2021-12-18,C003,SKU017,108,105
2021-12-18,C003,SKU018,107,77
2021-12-18,C003,SKU019,140,156
2021-12-18,C003,SKU020,144,81
2021-12-19,C001,SKU001,115,104
2021-12-19,C001,SKU002,148,81
2021-12-19,C001,SKU003,71,118
2021-12-19,C001,SKU004,112,62
2021-12-19,C001,SKU005,121,135
2021-12-19,C001,SKU006,79,67
2021-12-19,C001,SKU007,100,107
2021-12-19,C001,SKU008,97,118
2021-12-19,C001,SKU009,107,115
2021-12-19,C001,SKU010,78,59
2021-12-19,C001,SKU011,89,56
2021-12-19,C001,SKU012,112,39
2021-12-19,C001,SKU013,86,82
2021-12-19,C001,SKU014,68,82
2021-12-19,C001,SKU015,100,121
2021-12-19,C001,SKU016,68,98
2021-12-19,C001,SKU017,116,89
2021-12-19,C001,SKU018,85,61
2021-12-19,C001,SKU019,156,91
2021-12-19,C001,SKU020,90,143
2021-12-19,C002,SKU001,106,153
2021-12-19,C002,SKU002,57,84
2021-12-19,C002,SKU003,58,86
2021-12-19,C002,SKU004,96,78
2021-12-19,C002,SKU005,101,79
2021-12-19,C002,SKU006,96,71
2021-12-19,C002,SKU007,143,62
2021-12-19,C002,SKU008,106,60
2021-12-19,C002,SKU009,74,71
2021-12-19,C002,SKU010,96,94
2021-12-19,C002,SKU011,66,79
2021-12-19,C002,SKU012,70,64
2021-12-19,C002,SKU013,134,55
2021-12-19,C002,SKU014,102,132
2021-12-19,C002,SKU015,136,100
2021-12-19,C002,SKU016,99,108
2021-12-19,C002,SKU017,111,125
2021-12-19,C002,SKU018,95,115
2021-12-19,C002,SKU019,90,137
2021-12-19,C002,SKU020,95,49
2021-12-19,C003,SKU001,102,109
2021-12-19,C003,SKU002,148,65
2021-12-19,C003,SKU003,47,102
2021-12-19,C003,SKU004,113,54
2021-12-19,C003,SKU005,90,82
2021-12-19,C003,SKU006,124,79
2021-12-19,C003,SKU007,86,92
2021-12-19,C003,SKU008,58,137
2021-12-19,C003,SKU009,128,72
2021-12-19,C003,SKU010,66,63
2021-12-19,C003,SKU011,117,64
2021-12-19,C003,SKU012,92,47
2021-12-19,C003,SKU013,116,104
2021-12-19,C003,SKU014,94,94
2021-12-19,C003,SKU015,123,94
2021-12-19,C003,SKU016,123,60
2021-12-19,C003,SKU017,111,94
2021-12-19,C003,SKU018,136,90
2021-12-19,C003,SKU019,97,76
2021-12-19,C003,SKU020,144,31
2021-12-20,C001,SKU001,115,89
2021-12-20,C001,SKU002,94,81
2021-12-20,C001,SKU003,98,101
2021-12-20,C001,SKU004,76,93
2021-12-20,C001,SKU005,110,66
2021-12-20,C001,SKU006,115,98
2021-12-20,C001,SKU007,76,60
2021-12-20,C001,SKU008,75,93
2021-12-20,C001,SKU009,97,124
2021-12-20,C001,SKU010,88,67
2021-12-20,C001,SKU011,119,65
2021-12-20,C001,SKU012,76,70
2021-12-20,C001,SKU013,10,104
2021-12-20,C001,SKU014,128,112
2021-12-20,C001,SKU015,156,127
2021-12-20,C001,SKU016,89,117
2021-12-20,C001,SKU017,97,79
2021-12-20,C001,SKU018,77,83
2021-12-20,C001,SKU019,109,129
2021-12-20,C001,SKU020,121,70
2021-12-20,C002,SKU001,68,104
2021-12-20,C002,SKU002,127,120
2021-12-20,C002,SKU003,91,101
2021-12-20,C002,SKU004,125,56
2021-12-20,C002,SKU005,108,112
2021-12-20,C002,SKU006,115,87
2021-12-20,C002,SKU007,178,138
2021-12-20,C002,SKU008,100,85
2021-12-20,C002,SKU009,121,88
2021-12-20,C002,SKU010,138,58
2021-12-20,C002,SKU011,92,107
2021-12-20,C002,SKU012,130,52
2021-12-20,C002,SKU013,71,48
2021-12-20,C002,SKU014,73,58
2021-12-20,C002,SKU015,116,95
2021-12-20,C002,SKU016,95,90
2021-12-20,C002,SKU017,135,63
2021-12-20,C002,SKU018,42,107
2021-12-20,C002,SKU019,88,64
2021-12-20,C002,SKU020,116,40
2021-12-20,C003,SKU001,74,30
2021-12-20,C003,SKU002,107,129
2021-12-20,C003,SKU003,82,70
2021-12-20,C003,SKU004,153,105
2021-12-20,C003,SKU005,171,94
2021-12-20,C003,SKU006,106,126
2021-12-20,C003,SKU007,95,96
2021-12-20,C003,SKU008,27,133
2021-12-20,C003,SKU009,111,87
2021-12-20,C003,SKU010,127,60
2021-12-20,C003,SKU011,83,103
2021-12-20,C003,SKU012,101,101
2021-12-20,C003,SKU013,107,105
2021-12-20,C003,SKU014,60,121
2021-12-20,C003,SKU015,85,91
2021-12-20,C003,SKU016,81,82
2021-12-20,C003,SKU017,106,108
2021-12-20,C003,SKU018,127,100
2021-12-20,C003,SKU019,82,99
2021-12-20,C003,SKU020,107,91
2021-12-21,C001,SKU001,116,58
2021-12-21,C001,SKU002,39,119
2021-12-21,C001,SKU003,96,100
2021-12-21,C001,SKU004,73,121
2021-12-21,C001,SKU005,110,85
2021-12-21,C001,SKU006,108,46
2021-12-21,C001,SKU007,111,127
2021-12-21,C001,SKU008,109,94
2021-12-21,C001,SKU009,90,117
2021-12-21,C001,SKU010,136,79
2021-12-21,C001,SKU011,110,95
2021-12-21,C001,SKU012,112,70
2021-12-21,C001,SKU013,134,104
2021-12-21,C001,SKU014,136,62
2021-12-21,C001,SKU015,68,141
2021-12-21,C001,SKU016,134,69
2021-12-21,C001,SKU017,126,78
2021-12-21,C001,SKU018,49,37
2021-12-21,C001,SKU019,99,129
2021-12-21,C001,SKU020,145,121
2021-12-21,C002,SKU001,124,97
2021-12-21,C002,SKU002,134,39
2021-12-21,C002,SKU003,129,61
2021-12-21,C002,SKU004,72,107
2021-12-21,C002,SKU005,127,74
2021-12-21,C002,SKU006,119,104
2021-12-21,C002,SKU007,90,93
2021-12-21,C002,SKU008,162,82
2021-12-21,C002,SKU009,92,93
2021-12-21,C002,SKU010,94,109
2021-12-21,C002,SKU011,144,83
2021-12-21,C002,SKU012,74,139
2021-12-21,C002,SKU013,103,47
2021-12-21,C002,SKU014,155,118
2021-12-21,C002,SKU015,148,125
2021-12-21,C002,SKU016,179,64
2021-12-21,C002,SKU017,76,77
2021-12-21,C002,SKU018,84,93
2021-12-21,C002,SKU019,85,60
2021-12-21,C002,SKU020,73,82
2021-12-21,C003,SKU001,134,75
2021-12-21,C003,SKU002,124,56
2021-12-21,C003,SKU003,4,86
2021-12-21,C003,SKU004,81,67
2021-12-21,C003,SKU005,70,72
2021-12-21,C003,SKU006,70,67
2021-12-21,C003,SKU007,59,36
2021-12-21,C003,SKU008,33,151
2021-12-21,C003,SKU009,98,128
2021-12-21,C003,SKU010,94,86
2021-12-21,C003,SKU011,109,106
2021-12-21,C003,SKU012,62,80
2021-12-21,C003,SKU013,109,41
2021-12-21,C003,SKU014,138,116
2021-12-21,C003,SKU015,36,68
2021-12-21,C003,SKU016,103,111
2021-12-21,C003,SKU017,145,74
2021-12-21,C003,SKU018,170,88
2021-12-21,C003,SKU019,93,104
2021-12-21,C003,SKU020,109,96
2021-12-22,C001,SKU001,159,96
2021-12-22,C001,SKU002,70,69
2021-12-22,C001,SKU003,144,107
2021-12-22,C001,SKU004,53,49
2021-12-22,C001,SKU005,100,105
2021-12-22,C001,SKU006,79,47
2021-12-22,C001,SKU007,66,131
2021-12-22,C001,SKU008,114,115
2021-12-22,C001,SKU009,134,74
2021-12-22,C001,SKU010,88,85
2021-12-22,C001,SKU011,112,117
2021-12-22,C001,SKU012,156,110
2021-12-22,C001,SKU013,124,138
2021-12-22,C001,SKU014,93,119
2021-12-22,C001,SKU015,117,105
2021-12-22,C001,SKU016,93,55
2021-12-22,C001,SKU017,110,98
2021-12-22,C001,SKU018,82,87
2021-12-22,C001,SKU019,73,68
2021-12-22,C001,SKU020,85,56
2021-12-22,C002,SKU001,82,107
2021-12-22,C002,SKU002,143,141
2021-12-22,C002,SKU003,87,120
2021-12-22,C002,SKU004,110,84
2021-12-22,C002,SKU005,112,117
2021-12-22,C002,SKU006,85,76
2021-12-22,C002,SKU007,87,74
2021-12-22,C002,SKU008,135,70
2021-12-22,C002,SKU009,82,97
2021-12-22,C002,SKU010,106,79
2021-12-22,C002,SKU011,150,74
2021-12-22,C002,SKU012,94,41
2021-12-22,C002,SKU013,90,56
2021-12-22,C002,SKU014,72,41
2021-12-22,C002,SKU015,73,88
2021-12-22,C002,SKU016,92,79
2021-12-22,C002,SKU017,90,77
2021-12-22,C002,SKU018,98,87
2021-12-22,C002,SKU019,108,84
2021-12-22,C002,SKU020,86,109
2021-12-22,C003,SKU001,118,89
2021-12-22,C003,SKU002,135,92
2021-12-22,C003,SKU003,95,88
2021-12-22,C003,SKU004,104,67
2021-12-22,C003,SKU005,43,97
2021-12-22,C003,SKU006,125,64
2021-12-22,C003,SKU007,132,48
2021-12-22,C003,SKU008,83,132
2021-12-22,C003,SKU009,110,82
2021-12-22,C003,SKU010,107,119
2021-12-22,C003,SKU011,56,122
2021-12-22,C003,SKU012,85,107
2021-12-22,C003,SKU013,81,132
2021-12-22,C003,SKU014,99,56
2021-12-22,C003,SKU015,114,122
2021-12-22,C003,SKU016,135,92
2021-12-22,C003,SKU017,124,79
2021-12-22,C003,SKU018,117,99
2021-12-22,C003,SKU019,13,64
2021-12-22,C003,SKU020,106,94
2021-12-23,C001,SKU001,99,92
2021-12-23,C001,SKU002,136,98
2021-12-23,C001,SKU003,30,138
2021-12-23,C001,SKU004,42,113
2021-12-23,C001,SKU005,53,125
2021-12-23,C001,SKU006,91,99
2021-12-23,C001,SKU007,40,108
2021-12-23,C001,SKU008,112,105
2021-12-23,C001,SKU009,128,94
